"token";"pos";"reference";"ner_raw";"token_normalized";"pos_normalized";"ner_norm";"ner_geoname_ne";"ner_geoname_ne_nn";"ner_geoname_ne_nn_prp";"ner_geoname_ne_nn_prp2"
"Daniel";"NE";"O";"O";"Daniel";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Wo";"PWAV";"O";"O";"Wo";"PWAV";"O";"O";"O";"O";"O"
"soll";"VMFIN";"O";"O";"soll";"VMFIN";"O";"O";"O";"O";"O"
"ich";"PPER";"O";"O";"ich";"PPER";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"Wir";"PPER";"O";"O";"Wir";"PPER";"O";"O";"O";"O";"O"
"können";"VMFIN";"O";"O";"können";"VMFIN";"O";"O";"O";"O";"O"
"hier";"ADV";"O";"O";"hier";"ADV";"O";"O";"O";"O";"O"
"jede";"PIDAT";"O";"O";"jede";"PIDAT";"O";"O";"O";"O";"O"
"helfende";"ADJA";"O";"O";"helfende";"ADJA";"O";"O";"O";"O";"O"
"Hand";"NN";"O";"O";"Hand";"NN";"O";"O";"LOC";"O";"O"
"nur";"ADV";"O";"O";"nur";"ADV";"O";"O";"O";"O";"O"
"gerne";"ADV";"O";"O";"gerne";"ADV";"O";"O";"O";"O";"O"
"annehmen";"VVINF";"O";"O";"annehmen";"VVINF";"O";"O";"O";"O";"O"
"Kommt";"VVFIN";"O";"O";"Kommt";"VVFIN";"O";"O";"O";"O";"O"
"einfach";"ADV";"O";"O";"einfach";"ADV";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Ritterpflugstr";"NN";"LOC";"O";"Ritterpflugstr";"NN";"O";"O";"O";"O";"O"
"Ans";"NN";"O";"O";"Ans";"NN";"O";"O";"O";"O";"O"
"flutbett";"VVFIN";"O";"O";"flutbett";"VVFIN";"O";"O";"O";"O";"O"
"Bildzeitung";"NN";"O";"O";"Bildzeitung";"NN";"O";"O";"O";"O";"O"
"Uhr";"NN";"O";"O";"Uhr";"NN";"O";"O";"O";"O";"O"
"Noch";"ADV";"O";"O";"Noch";"ADV";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Kleinpösna";"NN";"LOC";"O";"Kleinpösna";"NN";"O";"O";"LOC";"LOC";"LOC"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"Obwohl";"KOUS";"O";"O";"Obwohl";"KOUS";"O";"O";"O";"O";"O"
"bereits";"ADV";"O";"O";"bereits";"ADV";"O";"O";"O";"O";"O"
"hunderte";"ADJA";"O";"O";"hunderte";"ADJA";"O";"O";"O";"O";"O"
"Menschen";"NN";"O";"O";"Menschen";"NN";"O";"O";"O";"O";"O"
"am";"APPRART";"O";"O";"am";"APPRART";"O";"O";"O";"O";"O"
"Kieswerk";"NN";"O";"O";"Kieswerk";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Kleinpösna";"NN";"LOC";"LOC";"Kleinpösna";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"mit";"APPR";"O";"O";"mit";"APPR";"O";"O";"O";"O";"O"
"anpacken";"VVINF";"O";"O";"anpacken";"VVINF";"O";"O";"O";"O";"O"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Situation";"NN";"O";"O";"Situation";"NN";"O";"O";"O";"O";"O"
"dort";"ADV";"O";"O";"dort";"ADV";"O";"O";"O";"O";"O"
"brenzlig";"ADJD";"O";"O";"brenzlig";"ADJD";"O";"O";"O";"O";"O"
"Noch";"ADV";"O";"O";"Noch";"ADV";"O";"O";"O";"O";"O"
"immer";"ADV";"O";"O";"immer";"ADV";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"Hilfskräfte";"NN";"O";"O";"Hilfskräfte";"NN";"O";"O";"O";"O";"O"
"benötigt";"VVPP";"O";"O";"benötigt";"VVPP";"O";"O";"O";"O";"O"
"Bei";"APPR";"O";"O";"Bei";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Tischlerei";"NN";"O";"O";"Tischlerei";"NN";"O";"O";"O";"O";"O"
"Harald";"NE";"O";"O";"Harald";"NE";"O";"O";"O";"O";"O"
"Hillger";"NE";"O";"O";"Hillger";"NE";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Pfützthal";"NN";"LOC";"O";"Pfützthal";"NN";"O";"O";"LOC";"LOC";"LOC"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"dringend";"ADJD";"O";"O";"dringend";"ADJD";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"benötigt";"VVPP";"O";"O";"benötigt";"VVPP";"O";"O";"O";"O";"O"
"Kann";"VMFIN";"O";"O";"Kann";"VMFIN";"O";"O";"O";"O";"O"
"irgendjemand";"PIAT";"O";"O";"irgendjemand";"PIAT";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Raguhn-Jeßnitz";"NN";"LOC";"LOC";"Raguhn-Jeßnitz";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Stadtteil";"NN";"O";"O";"Stadtteil";"NN";"O";"O";"O";"O";"O"
"Jeßnitz";"NE";"LOC";"LOC";"Jeßnitz";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"momentan";"ADJD";"O";"O";"momentan";"ADJD";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"erreichbar";"ADJD";"O";"O";"erreichbar";"ADJD";"O";"O";"O";"O";"O"
"Im";"APPRART";"O";"O";"Im";"APPRART";"O";"O";"O";"O";"O"
"Tagesverlauf";"NN";"O";"O";"Tagesverlauf";"NN";"O";"O";"O";"O";"O"
"mussten";"VVFIN";"O";"O";"mussten";"VVFIN";"O";"O";"O";"O";"O"
"alle";"PIDAT";"O";"O";"alle";"PIDAT";"O";"O";"O";"O";"O"
"Zufahrtswege";"NN";"O";"O";"Zufahrtswege";"NN";"O";"O";"O";"O";"O"
"zur";"APPRART";"O";"O";"zur";"APPRART";"O";"O";"O";"O";"O"
"Vorbeugung";"NN";"O";"O";"Vorbeugung";"NN";"O";"O";"O";"O";"O"
"gesperrt";"VVPP";"O";"O";"gesperrt";"VVPP";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Altjeßnitz";"NN";"LOC";"LOC";"Altjeßnitz";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"ggü";"APPR";"O";"O";"ggü";"APPR";"O";"O";"O";"O";"O"
"Autohaus";"NN";"O";"O";"Autohaus";"NN";"O";"O";"O";"O";"O"
"Fietz";"NE";"O";"O";"Fietz";"NE";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Raguhn";"NE";"LOC";"O";"Raguhn";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"am";"APPRART";"O";"O";"am";"APPRART";"O";"O";"O";"O";"O"
"Bahnhof";"NN";"O";"O";"Bahnhof";"NN";"O";"O";"O";"O";"O"
"wird";"VAFIN";"O";"O";"wird";"VAFIN";"O";"O";"O";"O";"O"
"jede";"PIDAT";"O";"O";"jede";"PIDAT";"O";"O";"O";"O";"O"
"helfende";"ADJA";"O";"O";"helfende";"ADJA";"O";"O";"O";"O";"O"
"Hand";"NN";"O";"O";"Hand";"NN";"O";"O";"LOC";"O";"O"
"benötigt";"VVFIN";"O";"O";"benötigt";"VVFIN";"O";"O";"O";"O";"O"
"Die";"ART";"O";"O";"Die";"ART";"O";"O";"O";"O";"O"
"Lage";"NN";"O";"O";"Lage";"NN";"O";"O";"LOC";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Altjeßnitz";"NN";"LOC";"LOC";"Altjeßnitz";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"ernst";"ADJD";"O";"O";"ernst";"ADJD";"O";"O";"O";"O";"O"
"hier";"ADV";"O";"O";"hier";"ADV";"O";"O";"O";"O";"O"
"droht";"VVFIN";"O";"O";"droht";"VVFIN";"O";"O";"O";"O";"O"
"ein";"ART";"O";"O";"ein";"ART";"O";"O";"O";"O";"O"
"Deich";"NN";"O";"O";"Deich";"NN";"O";"O";"O";"O";"O"
"zu";"PTKZU";"O";"O";"zu";"PTKZU";"O";"O";"O";"O";"O"
"brechen";"VVINF";"O";"O";"brechen";"VVINF";"O";"O";"O";"O";"O"
"Für";"APPR";"O";"O";"Für";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Nacht";"NN";"O";"O";"Nacht";"NN";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"weiter";"ADV";"O";"O";"weiter";"ADV";"O";"O";"O";"O";"O"
"stark";"ADJD";"O";"O";"stark";"ADJD";"O";"O";"O";"O";"O"
"steigende";"ADJA";"O";"O";"steigende";"ADJA";"O";"O";"O";"O";"O"
"Pegelstände";"NN";"O";"O";"Pegelstände";"NN";"O";"O";"O";"O";"O"
"erwartet";"VVPP";"O";"O";"erwartet";"VVPP";"O";"O";"O";"O";"O"
"Falls";"KOUS";"O";"O";"Falls";"KOUS";"O";"O";"O";"O";"O"
"ihr";"PPOSAT";"O";"O";"ihr";"PPOSAT";"O";"O";"O";"O";"O"
"noch";"ADV";"O";"O";"noch";"ADV";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"braucht";"VVFIN";"O";"O";"braucht";"VVFIN";"O";"O";"O";"O";"O"
"bin";"VAFIN";"O";"O";"bin";"VAFIN";"O";"O";"O";"O";"O"
"ich";"PPER";"O";"O";"ich";"PPER";"O";"O";"O";"O";"O"
"dabei";"PROAV";"O";"O";"dabei";"PROAV";"O";"O";"O";"O";"O"
"Wo";"PWAV";"O";"O";"Wo";"PWAV";"O";"O";"O";"O";"O"
"kann";"VMFIN";"O";"O";"kann";"VMFIN";"O";"O";"O";"O";"O"
"man";"PIS";"O";"O";"man";"PIS";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"melden";"VVINF";"O";"O";"melden";"VVINF";"O";"O";"O";"O";"O"
"zum";"APPRART";"O";"O";"zum";"APPRART";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"wie";"PWAV";"O";"O";"wie";"PWAV";"O";"O";"O";"O";"O"
"sieht";"VVFIN";"O";"O";"sieht";"VVFIN";"O";"O";"O";"O";"O"
"mit";"APPR";"O";"O";"mit";"APPR";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"Arbeitengeber";"NN";"O";"O";"Arbeitengeber";"NN";"O";"O";"O";"O";"O"
"aus";"PTKVZ";"O";"O";"aus";"PTKVZ";"O";"O";"O";"O";"O"
"Göbitz";"NE";"LOC";"O";"Göbitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Damm";"NE";"O";"O";"Damm";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"gebrochen";"VVPP";"O";"O";"gebrochen";"VVPP";"O";"O";"O";"O";"O"
"Maßnitz";"NE";"LOC";"O";"Maßnitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Göbitz";"NE";"LOC";"O";"Göbitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Torna";"NE";"LOC";"O";"Torna";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Könderitz";"NE";"LOC";"O";"Könderitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Etzoldshain";"NE";"LOC";"O";"Etzoldshain";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Minkwitz";"NE";"LOC";"O";"Minkwitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Traupitz";"NE";"LOC";"O";"Traupitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"sowie";"KON";"O";"O";"sowie";"KON";"O";"O";"O";"O";"O"
"Bornitz";"NE";"LOC";"O";"Bornitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Draschwitz";"NE";"LOC";"O";"Draschwitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Reuden";"NE";"LOC";"O";"Reuden";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Predel";"NE";"LOC";"O";"Predel";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Ostrau";"NE";"LOC";"LOC";"Ostrau";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Profen";"NN";"LOC";"O";"Profen";"NN";"O";"O";"LOC";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"Evakuierung";"NN";"O";"O";"Evakuierung";"NN";"O";"O";"O";"O";"O"
"vorbereitet";"VVPP";"O";"O";"vorbereitet";"VVPP";"O";"O";"O";"O";"O"
"Jede";"PIDAT";"O";"O";"Jede";"PIDAT";"O";"O";"O";"O";"O"
"Helfende";"ADJA";"O";"O";"Helfende";"ADJA";"O";"O";"O";"O";"O"
"Hand";"NN";"O";"O";"Hand";"NN";"O";"O";"LOC";"O";"O"
"zählt";"VVFIN";"O";"O";"zählt";"VVFIN";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Zeitz";"NE";"LOC";"LOC";"Zeitz";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Besenstrasse";"NN";"LOC";"O";"Besenstrasse";"NN";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"immer";"ADV";"O";"O";"immer";"ADV";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"zum";"APPRART";"O";"O";"zum";"APPRART";"O";"O";"O";"O";"O"
"Säcke";"NN";"O";"O";"Säcke";"NN";"O";"O";"O";"O";"O"
"füllen";"VVFIN";"O";"O";"füllen";"VVFIN";"O";"O";"O";"O";"O"
"benötigt";"VVPP";"O";"O";"benötigt";"VVPP";"O";"O";"O";"O";"O"
"DAMMBRUCH";"ADJA";"O";"O";"dammbruch";"PROAV";"O";"O";"O";"O";"O"
"IN";"NN";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"GÖBITZ";"NE";"LOC";"O";"Göbitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Maßnitz";"NE";"LOC";"O";"Maßnitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Göbitz";"NE";"LOC";"O";"Göbitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Torna";"NE";"LOC";"O";"Torna";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Könderitz";"NE";"LOC";"O";"Könderitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Etzoldshain";"NE";"LOC";"O";"Etzoldshain";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Minkwitz";"NE";"LOC";"O";"Minkwitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Traupitz";"NE";"LOC";"O";"Traupitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"sowie";"KON";"O";"O";"sowie";"KON";"O";"O";"O";"O";"O"
"Bornitz";"NE";"LOC";"O";"Bornitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Draschwitz";"NE";"LOC";"O";"Draschwitz";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Reuden";"NE";"LOC";"O";"Reuden";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Predel";"NE";"LOC";"O";"Predel";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Ostrau";"NE";"LOC";"LOC";"Ostrau";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Profen";"NN";"LOC";"O";"Profen";"NN";"O";"O";"LOC";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"Evakuierung";"NN";"O";"O";"Evakuierung";"NN";"O";"O";"O";"O";"O"
"vorbereitet";"VVPP";"O";"O";"vorbereitet";"VVPP";"O";"O";"O";"O";"O"
"Jede";"PIDAT";"O";"O";"Jede";"PIDAT";"O";"O";"O";"O";"O"
"Helfende";"ADJA";"O";"O";"Helfende";"ADJA";"O";"O";"O";"O";"O"
"Hand";"NN";"O";"O";"Hand";"NN";"O";"O";"LOC";"O";"O"
"zählt";"VVFIN";"O";"O";"zählt";"VVFIN";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Zeitz";"NE";"LOC";"LOC";"Zeitz";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Besenstrasse";"NN";"LOC";"O";"Besenstrasse";"NN";"O";"O";"O";"O";"O"
"we";"FM";"O";"O";"we";"FM";"O";"O";"O";"O";"O"
"Schloss";"NE";"O";"O";"Schloss";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Goseck";"NE";"LOC";"O";"Goseck";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Ich";"PPER";"O";"O";"Ich";"PPER";"O";"O";"O";"O";"O"
"weiß";"VVFIN";"O";"O";"weiß";"VVFIN";"O";"O";"O";"O";"O"
"nicht";"PTKNEG";"O";"O";"nicht";"PTKNEG";"O";"O";"O";"O";"O"
"ob";"KOUS";"O";"O";"ob";"KOUS";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"folgende";"ADJA";"O";"O";"folgende";"ADJA";"O";"O";"O";"O";"O"
"Hinweis";"NN";"O";"O";"Hinweis";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"erster";"ADJA";"O";"O";"erster";"ADJA";"O";"O";"O";"O";"O"
"Linie";"NN";"O";"O";"Linie";"NN";"O";"O";"O";"O";"O"
"gedacht";"VVPP";"O";"O";"gedacht";"VVPP";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Dörfer";"NN";"O";"O";"Dörfer";"NN";"O";"O";"O";"O";"O"
"rund";"ADV";"O";"O";"rund";"ADV";"O";"O";"O";"O";"O"
"um";"APPR";"O";"O";"um";"APPR";"O";"O";"O";"O";"O"
"Goseck";"NN";"LOC";"O";"Goseck";"NN";"O";"O";"LOC";"LOC";"LOC"
"vielleicht";"ADV";"O";"O";"vielleicht";"ADV";"O";"O";"O";"O";"O"
"übertrieben";"ADJD";"O";"O";"übertrieben";"ADJD";"O";"O";"O";"O";"O"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"Aber";"KON";"O";"O";"Aber";"KON";"O";"O";"O";"O";"O"
"man";"PIS";"O";"O";"man";"PIS";"O";"O";"O";"O";"O"
"fühlt";"VVFIN";"O";"O";"fühlt";"VVFIN";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"angesichts";"APPR";"O";"O";"angesichts";"APPR";"O";"O";"O";"O";"O"
"des";"ART";"O";"O";"des";"ART";"O";"O";"O";"O";"O"
"Wassers";"NN";"O";"O";"Wassers";"NN";"O";"O";"LOC";"O";"O"
"ringsum";"ADV";"O";"O";"ringsum";"ADV";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Ebene";"NN";"O";"O";"Ebene";"NN";"O";"O";"LOC";"O";"O"
"gegenüber";"APPR";"O";"O";"gegenüber";"APPR";"O";"O";"O";"O";"O"
"so";"ADV";"O";"O";"so";"ADV";"O";"O";"O";"O";"O"
"hilflos";"ADJD";"O";"O";"hilflos";"ADJD";"O";"O";"O";"O";"O"
"hier";"ADV";"O";"O";"hier";"ADV";"O";"O";"O";"O";"O"
"oben";"ADV";"O";"O";"oben";"ADV";"O";"O";"O";"O";"O"
"auf";"APPR";"O";"O";"auf";"APPR";"O";"O";"O";"O";"O"
"dem";"ART";"O";"O";"dem";"ART";"O";"O";"O";"O";"O"
"Berg";"NN";"O";"O";"Berg";"NN";"O";"O";"LOC";"O";"O"
"Wenn";"KOUS";"O";"O";"Wenn";"KOUS";"O";"O";"O";"O";"O"
"wir";"PPER";"O";"O";"wir";"PPER";"O";"O";"O";"O";"O"
"mit";"APPR";"O";"O";"mit";"APPR";"O";"O";"O";"O";"O"
"auf";"APPR";"O";"O";"auf";"APPR";"O";"O";"O";"O";"O"
"Schloss";"NE";"O";"O";"Schloss";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Goseck";"NE";"LOC";"O";"Goseck";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"irgendwie";"ADV";"O";"O";"irgendwie";"ADV";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"können";"VMFIN";"O";"O";"können";"VMFIN";"O";"O";"O";"O";"O"
"dann";"ADV";"O";"O";"dann";"ADV";"O";"O";"O";"O";"O"
"meldet";"VVFIN";"O";"O";"meldet";"VVFIN";"O";"O";"O";"O";"O"
"Euch";"PPER";"O";"O";"Euch";"PPER";"O";"O";"O";"O";"O"
"bitte";"ADV";"O";"O";"bitte";"ADV";"O";"O";"O";"O";"O"
"bei";"APPR";"O";"O";"bei";"APPR";"O";"O";"O";"O";"O"
"uns";"PPER";"O";"O";"uns";"PPER";"O";"O";"O";"O";"O"
"Mehr";"PIAT";"O";"O";"Mehr";"PIAT";"O";"O";"O";"O";"O"
"anzeigen";"VVINF";"O";"O";"anzeigen";"VVINF";"O";"O";"O";"O";"O"
"Wird";"VAFIN";"O";"O";"Wird";"VAFIN";"O";"O";"O";"O";"O"
"irgendwo";"ADV";"O";"O";"irgendwo";"ADV";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Bad";"NE";"LOC";"LOC";"Bad";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Dürrenberg";"NE";"LOC";"LOC";"Dürrenberg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"benötigt";"VVPP";"O";"O";"benötigt";"VVPP";"O";"O";"O";"O";"O"
"Darf";"VMFIN";"O";"O";"Darf";"VMFIN";"O";"O";"O";"O";"O"
"man";"PIS";"O";"O";"man";"PIS";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"aktuellen";"ADJA";"O";"O";"aktuellen";"ADJA";"O";"O";"O";"O";"O"
"Lage";"NN";"O";"O";"Lage";"NN";"O";"O";"LOC";"O";"O"
"überhaupt";"ADV";"O";"O";"überhaupt";"ADV";"O";"O";"O";"O";"O"
"vorn";"ADV";"O";"O";"vorn";"ADV";"O";"O";"O";"O";"O"
"mithelfen";"VVINF";"O";"O";"mithelfen";"VVINF";"O";"O";"O";"O";"O"
"Ich";"PPER";"O";"O";"Ich";"PPER";"O";"O";"O";"O";"O"
"würde";"VAFIN";"O";"O";"würde";"VAFIN";"O";"O";"O";"O";"O"
"tun";"VVINF";"O";"O";"tun";"VVINF";"O";"O";"O";"O";"O"
"was";"PWS";"O";"O";"was";"PWS";"O";"O";"O";"O";"O"
"ich";"PPER";"O";"O";"ich";"PPER";"O";"O";"O";"O";"O"
"kann";"VMFIN";"O";"O";"kann";"VMFIN";"O";"O";"O";"O";"O"
"ANSPANNUNG";"NN";"O";"O";"Anspannung";"NN";"O";"O";"O";"O";"O"
"AN";"NN";"O";"O";"An";"APPR";"O";"O";"O";"O";"O"
"DER";"NE";"O";"O";"Der";"ART";"O";"O";"O";"O";"O"
"ELBE";"NE";"O";"O";"Elbe";"NN";"O";"O";"LOC";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"Magdeburg";"NE";"LOC";"LOC";"Magdeburg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"hat";"VAFIN";"O";"O";"hat";"VAFIN";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Feuerwehr";"NN";"O";"O";"Feuerwehr";"NN";"O";"O";"O";"O";"O"
"damit";"PROAV";"O";"O";"damit";"PROAV";"O";"O";"O";"O";"O"
"begonnen";"VVPP";"O";"O";"begonnen";"VVPP";"O";"O";"O";"O";"O"
"tausende";"ADJA";"O";"O";"tausende";"ADJA";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"zu";"PTKZU";"O";"O";"zu";"PTKZU";"O";"O";"O";"O";"O"
"füllen";"VVINF";"O";"O";"füllen";"VVINF";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"werden";"VAFIN";"O";"O";"werden";"VAFIN";"O";"O";"O";"O";"O"
"Gebeten";"NN";"O";"O";"Gebeten";"NN";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"bei";"APPR";"O";"O";"bei";"APPR";"O";"O";"O";"O";"O"
"den";"ART";"O";"O";"den";"ART";"O";"O";"O";"O";"O"
"FeuerWasserwehren";"NN";"O";"O";"FeuerWasserwehren";"NN";"O";"O";"O";"O";"O"
"vor";"APPR";"O";"O";"vor";"APPR";"O";"O";"O";"O";"O"
"Ort";"NN";"O";"O";"Ort";"NN";"O";"O";"LOC";"LOC";"LOC"
"zu";"PTKZU";"O";"O";"zu";"PTKZU";"O";"O";"O";"O";"O"
